order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
86395,7833,2025-11-04,290,6,77.79,466.74,Completed,2025-11-05
86396,604,2023-04-27,109,5,335.45,1677.25,Completed,2023-04-28
86397,859,2026-08-14,115,3,19.04,57.12,Completed,2026-08-14
86398,4477,2024-12-30,404,5,97.91,489.55,Completed,2025-01-03
86399,413,2026-02-03,253,6,262.04,1572.24,Completed,2026-02-03
86400,2744,2024-12-17,370,4,269.16,1076.64,Completed,2024-12-20
86401,1108,2025-11-15,136,5,186.74,933.70,Completed,2025-11-18
86402,3775,2024-10-10,293,4,349.55,1398.20,Completed,2024-10-13
86403,1124,2026-08-05,242,4,17.01,68.04,Cancelled,
86404,121,2024-11-27,470,3,205.97,617.91,Completed,2024-11-29
86405,893,2026-07-14,424,3,83.16,249.48,Completed,2026-07-18
86406,6651,2026-04-24,462,1,202.08,202.08,Pending,
86407,2634,2026-05-04,100,4,18.66,74.64,Completed,2026-05-04
86408,5900,2026-04-05,289,5,85.66,428.30,Completed,2026-04-05
86409,6182,2023-01-19,378,6,9.87,59.22,Pending,
86410,2957,2024-09-01,271,5,392.39,1961.95,Completed,2024-09-01
86411,8286,2026-02-15,4,4,218.65,874.60,Completed,2026-02-17
86412,4918,2025-10-16,58,1,128.20,128.20,Completed,2025-10-16
86413,9358,2024-02-08,257,4,126.01,504.04,Completed,2024-02-09
86414,4377,2026-03-13,191,1,216.75,216.75,Completed,2026-03-14
86415,8460,2024-12-10,144,6,373.58,2241.48,Completed,2024-12-12
86416,6791,2023-09-23,186,2,212.35,424.70,Completed,2023-09-24
86417,6983,2022-03-01,72,6,199.98,1199.88,Completed,2022-03-03
86418,2264,2026-01-24,318,5,124.09,620.45,Completed,2026-01-27
86419,292,2025-01-16,36,8,34.14,273.12,Completed,2025-01-17
86420,3004,2021-10-04,405,5,219.72,1098.60,Completed,2021-10-05
86421,4632,2026-08-09,57,3,370.04,1110.12,Pending,
86422,4924,2024-07-04,73,4,142.31,569.24,Completed,2024-07-06
86423,1337,2025-01-24,496,5,86.60,433.00,Completed,2025-01-25
86424,6728,2026-05-25,231,1,311.81,311.81,Completed,2026-05-26
86425,5641,2023-03-19,147,1,122.88,122.88,Pending,
86426,3937,2026-06-09,425,1,270.20,270.20,Completed,2026-06-12
86427,4298,2026-04-11,100,1,18.66,18.66,Completed,2026-04-15
86428,3132,2022-03-19,293,3,349.55,1048.65,Pending,
86429,1238,2024-12-02,486,6,91.47,548.82,Completed,2024-12-02
86430,8843,2022-08-06,248,1,192.52,192.52,Completed,2022-08-10
86431,9397,2026-07-23,445,1,94.42,94.42,Completed,2026-07-26
86432,7156,2026-07-14,221,5,411.23,2056.15,Pending,
86433,6526,2026-08-09,258,5,369.13,1845.65,Completed,2026-08-13
86434,240,2025-06-23,44,8,117.45,939.60,Completed,2025-06-27
86435,3028,2026-08-13,77,1,90.60,90.60,Pending,
86436,837,2022-01-05,183,5,16.88,84.40,Completed,2022-01-09
86437,7396,2025-09-01,380,4,217.99,871.96,Cancelled,
86438,9493,2023-09-09,197,6,239.07,1434.42,Completed,2023-09-13
86439,7741,2023-01-13,289,1,85.66,85.66,Completed,2023-01-17
86440,1839,2026-07-01,201,1,365.88,365.88,Completed,2026-07-03
86441,265,2026-08-10,280,5,367.10,1835.50,Completed,2026-08-14
86442,280,2025-11-08,196,2,11.51,23.02,Pending,
86443,3248,2026-01-04,367,1,12.29,12.29,Completed,2026-01-07
86444,4320,2024-10-03,458,3,140.38,421.14,Completed,2024-10-07
86445,8275,2026-02-14,45,5,160.62,803.10,Completed,2026-02-18
86446,8719,2026-08-08,427,6,363.79,2182.74,Completed,2026-08-09
86447,6802,2025-06-08,499,2,317.66,635.32,Completed,2025-06-11
86448,91,2025-11-05,252,5,351.13,1755.65,Pending,
86449,9635,2025-04-18,49,1,394.08,394.08,Pending,
86450,4319,2023-09-01,109,2,335.45,670.90,Completed,2023-09-04
86451,447,2025-02-06,384,7,277.61,1943.27,Cancelled,
86452,1722,2026-07-05,470,6,205.97,1235.82,Completed,2026-07-09
86453,7690,2024-10-25,115,2,19.04,38.08,Completed,2024-10-27
86454,3596,2026-07-11,115,6,19.04,114.24,Completed,2026-07-11
86455,2162,2024-08-10,182,1,314.97,314.97,Completed,2024-08-14
86456,298,2026-02-12,486,6,91.47,548.82,Completed,2026-02-12
86457,3321,2025-09-02,238,5,31.85,159.25,Completed,2025-09-02
86458,1051,2020-10-26,120,4,357.08,1428.32,Completed,2020-10-27
86459,2689,2024-06-04,458,5,140.38,701.90,Completed,2024-06-05
86460,2781,2024-05-20,73,4,142.31,569.24,Completed,2024-05-24
86461,1789,2022-11-03,14,4,127.14,508.56,Completed,2022-11-06
86462,3611,2024-07-26,485,5,243.62,1218.10,Completed,2024-07-27
86463,946,2024-12-18,132,8,179.03,1432.24,Completed,2024-12-19
86464,9546,2025-12-06,426,5,15.04,75.20,Completed,2025-12-10
86465,4507,2026-05-08,31,1,416.17,416.17,Cancelled,
86466,3528,2026-06-16,333,6,189.40,1136.40,Completed,2026-06-20
86467,3056,2026-01-30,453,3,195.34,586.02,Completed,2026-01-30
86468,5803,2023-05-07,19,2,56.17,112.34,Completed,2023-05-08
86469,3367,2024-03-18,375,5,193.68,968.40,Completed,2024-03-19
86470,1657,2022-03-31,96,3,100.94,302.82,Pending,
86471,962,2023-10-12,168,1,16.05,16.05,Completed,2023-10-13
86472,8231,2026-02-21,399,2,273.15,546.30,Completed,2026-02-25
86473,6814,2026-07-02,328,5,70.33,351.65,Completed,2026-07-03
86474,3500,2026-04-15,396,2,324.44,648.88,Completed,2026-04-15
86475,1432,2025-12-08,307,1,326.37,326.37,Completed,2025-12-09
86476,6677,2025-08-02,324,2,222.55,445.10,Completed,2025-08-06
86477,2273,2026-04-21,148,4,279.03,1116.12,Completed,2026-04-24
86478,5383,2025-09-30,259,1,231.68,231.68,Completed,2025-10-02
86479,5605,2024-11-13,428,4,417.66,1670.64,Completed,2024-11-14
86480,2105,2022-08-04,261,4,200.27,801.08,Pending,
86481,520,2025-01-13,35,7,175.22,1226.54,Pending,
86482,138,2026-07-04,306,7,361.48,2530.36,Completed,2026-07-08
86483,2764,2026-08-10,431,6,367.59,2205.54,Cancelled,
86484,5732,2026-08-11,425,6,270.20,1621.20,Completed,2026-08-14
86485,7662,2025-11-26,59,1,74.04,74.04,Completed,2025-11-26
86486,6284,2025-12-23,169,2,46.08,92.16,Completed,2025-12-24
86487,433,2026-07-27,23,4,103.64,414.56,Completed,2026-07-30
86488,1527,2024-11-21,42,6,195.95,1175.70,Completed,2024-11-25
86489,6394,2022-02-01,421,6,78.58,471.48,Completed,2022-02-03
86490,3252,2026-01-02,251,5,387.48,1937.40,Cancelled,
86491,4904,2024-07-03,432,1,290.81,290.81,Completed,2024-07-06
86492,4994,2022-11-05,468,2,291.58,583.16,Pending,
86493,2244,2022-06-09,22,1,92.09,92.09,Cancelled,
86494,7391,2025-12-24,272,5,11.88,59.40,Completed,2025-12-24
86495,7593,2023-09-24,461,4,75.89,303.56,Pending,
86496,3815,2026-03-01,210,3,246.75,740.25,Completed,2026-03-03
86497,9301,2026-07-12,386,3,413.82,1241.46,Pending,
86498,6424,2026-06-20,66,2,295.04,590.08,Completed,2026-06-20
86499,1482,2026-05-11,230,5,353.48,1767.40,Pending,
86500,5918,2026-08-07,7,4,123.13,492.52,Completed,2026-08-10
86501,4784,2025-04-18,466,1,116.29,116.29,Completed,2025-04-18
86502,3153,2026-01-01,353,3,51.11,153.33,Pending,
86503,4925,2024-10-18,15,1,417.04,417.04,Completed,2024-10-19
86504,7093,2022-08-08,251,5,387.48,1937.40,Completed,2022-08-09
86505,4012,2026-07-05,154,4,144.59,578.36,Completed,2026-07-08
86506,6190,2023-05-22,181,1,268.67,268.67,Completed,2023-05-22
86507,2123,2024-04-13,223,1,208.58,208.58,Pending,
86508,3099,2024-01-18,447,6,330.85,1985.10,Completed,2024-01-20
86509,1583,2023-07-27,425,2,270.20,540.40,Pending,
86510,987,2023-08-24,385,7,419.41,2935.87,Completed,2023-08-24
86511,7518,2025-12-22,355,3,49.17,147.51,Completed,2025-12-22
86512,5050,2025-02-01,462,1,202.08,202.08,Pending,
86513,5229,2023-11-07,134,3,401.33,1203.99,Completed,2023-11-11
86514,5560,2022-09-19,433,3,307.91,923.73,Completed,2022-09-19
86515,5548,2025-02-14,227,1,275.86,275.86,Pending,
86516,1994,2024-07-23,424,3,83.16,249.48,Completed,2024-07-25
86517,5233,2023-07-25,480,1,293.28,293.28,Completed,2023-07-29
86518,325,2023-06-21,496,6,86.60,519.60,Completed,2023-06-24
86519,459,2022-05-25,254,8,96.41,771.28,Completed,2022-05-25
86520,8360,2026-08-14,344,4,206.92,827.68,Completed,2026-08-14
86521,1628,2024-03-14,310,3,216.91,650.73,Completed,2024-03-16
86522,1192,2026-07-24,147,5,122.88,614.40,Pending,
86523,1755,2024-09-21,376,3,104.91,314.73,Completed,2024-09-23
86524,4145,2026-05-26,144,1,373.58,373.58,Cancelled,
86525,6636,2025-04-05,448,4,349.51,1398.04,Completed,2025-04-09
86526,4840,2025-02-18,182,6,314.97,1889.82,Completed,2025-02-20
86527,8403,2021-05-05,3,1,177.69,177.69,Completed,2021-05-09
86528,7860,2025-10-22,477,6,125.92,755.52,Completed,2025-10-22
86529,180,2024-09-27,323,2,64.41,128.82,Completed,2024-10-01
86530,1975,2026-06-21,50,1,199.30,199.30,Completed,2026-06-25
86531,7313,2026-03-17,141,3,325.44,976.32,Pending,
86532,1809,2024-04-26,353,3,51.11,153.33,Completed,2024-04-30
86533,6558,2026-08-07,276,5,288.27,1441.35,Completed,2026-08-07
86534,9439,2024-05-27,299,1,273.66,273.66,Pending,
86535,2132,2024-10-21,235,4,94.27,377.08,Completed,2024-10-23
86536,7590,2024-02-21,420,3,112.96,338.88,Completed,2024-02-25
86537,639,2021-04-28,158,7,315.78,2210.46,Completed,2021-04-28
86538,2849,2025-07-04,130,4,270.01,1080.04,Completed,2025-07-07
86539,7675,2024-10-16,246,5,270.20,1351.00,Completed,2024-10-18
86540,2764,2026-08-04,303,6,68.92,413.52,Pending,
86541,5527,2026-07-19,286,3,416.73,1250.19,Completed,2026-07-23
86542,5156,2023-04-24,47,2,249.98,499.96,Completed,2023-04-25
86543,3236,2026-06-18,29,5,211.35,1056.75,Completed,2026-06-18
86544,5286,2026-04-08,275,1,296.81,296.81,Pending,
86545,8923,2025-05-15,74,6,61.16,366.96,Completed,2025-05-18
86546,7501,2022-12-22,350,6,125.15,750.90,Completed,2022-12-22
86547,6787,2025-04-09,65,2,191.23,382.46,Completed,2025-04-10
86548,8203,2026-06-10,75,1,115.65,115.65,Completed,2026-06-12
86549,117,2025-06-17,71,8,118.69,949.52,Completed,2025-06-20
86550,7483,2025-02-11,398,2,325.46,650.92,Pending,
86551,4871,2026-05-17,465,5,190.39,951.95,Completed,2026-05-19
86552,1005,2024-06-13,35,5,175.22,876.10,Completed,2024-06-16
86553,4919,2023-08-11,219,3,36.28,108.84,Completed,2023-08-15
86554,9173,2026-05-02,290,2,77.79,155.58,Completed,2026-05-05
86555,6300,2024-02-08,204,5,270.67,1353.35,Pending,
86556,7438,2025-08-16,284,2,193.40,386.80,Completed,2025-08-16
86557,2663,2026-03-04,19,1,56.17,56.17,Cancelled,
86558,6625,2024-02-18,121,3,261.11,783.33,Completed,2024-02-20
86559,678,2026-03-26,478,8,356.79,2854.32,Pending,
86560,7111,2025-05-12,128,1,381.19,381.19,Completed,2025-05-16
86561,2004,2026-05-09,423,4,353.96,1415.84,Completed,2026-05-12
86562,799,2025-05-21,437,1,330.98,330.98,Completed,2025-05-23
86563,6802,2023-09-22,28,5,236.09,1180.45,Completed,2023-09-22
86564,8422,2024-08-01,483,4,251.76,1007.04,Completed,2024-08-04
86565,3135,2022-04-04,328,4,70.33,281.32,Completed,2022-04-05
86566,5759,2023-12-11,330,1,222.02,222.02,Completed,2023-12-12
86567,6634,2025-09-30,313,2,30.48,60.96,Cancelled,
86568,9432,2025-07-22,496,3,86.60,259.80,Completed,2025-07-23
86569,7992,2022-11-28,488,1,94.26,94.26,Completed,2022-11-30
86570,2026,2026-05-07,231,6,311.81,1870.86,Completed,2026-05-11
86571,1284,2022-06-26,216,4,264.58,1058.32,Completed,2022-06-29
86572,3458,2026-06-08,46,5,71.59,357.95,Pending,
86573,52,2024-07-14,86,6,378.30,2269.80,Cancelled,
86574,4190,2024-10-17,415,4,291.70,1166.80,Completed,2024-10-17
86575,7083,2026-05-03,402,2,156.70,313.40,Completed,2026-05-03
86576,5861,2025-01-10,362,3,36.89,110.67,Completed,2025-01-14
86577,2487,2025-07-07,145,2,158.92,317.84,Pending,
86578,6400,2024-11-16,87,6,122.88,737.28,Completed,2024-11-16
86579,8689,2026-05-22,326,3,284.38,853.14,Completed,2026-05-22
86580,7217,2022-10-18,491,5,406.59,2032.95,Cancelled,
86581,9200,2025-12-23,216,2,264.58,529.16,Cancelled,
86582,9006,2026-03-18,152,1,218.63,218.63,Completed,2026-03-21
86583,2425,2026-05-31,349,4,329.58,1318.32,Completed,2026-06-03
86584,383,2023-05-11,227,7,275.86,1931.02,Pending,
86585,3951,2026-07-26,264,3,93.67,281.01,Cancelled,
86586,7855,2025-11-09,209,3,383.29,1149.87,Completed,2025-11-12
86587,4862,2025-08-21,133,3,78.68,236.04,Completed,2025-08-22
86588,9317,2025-06-04,208,2,25.37,50.74,Completed,2025-06-06
86589,472,2026-03-19,324,1,222.55,222.55,Completed,2026-03-22
86590,3191,2025-03-26,243,3,341.41,1024.23,Completed,2025-03-28
86591,1682,2025-11-27,233,3,16.51,49.53,Completed,2025-11-28
86592,5340,2026-03-28,443,2,204.65,409.30,Completed,2026-03-28
86593,6288,2021-09-26,54,3,313.79,941.37,Completed,2021-09-30
86594,4595,2025-04-08,375,6,193.68,1162.08,Completed,2025-04-09
86595,7749,2024-09-14,200,2,13.83,27.66,Completed,2024-09-14
86596,1027,2023-11-25,320,7,66.15,463.05,Cancelled,
86597,4475,2025-10-05,69,1,257.17,257.17,Completed,2025-10-08
86598,2208,2026-03-13,397,2,297.39,594.78,Pending,
86599,9678,2026-05-23,500,3,158.40,475.20,Completed,2026-05-24
86600,7176,2022-09-27,447,6,330.85,1985.10,Completed,2022-10-01
86601,4277,2025-04-12,283,3,348.93,1046.79,Completed,2025-04-15
86602,6354,2025-12-19,217,4,81.29,325.16,Completed,2025-12-21
86603,9402,2024-12-23,26,4,160.93,643.72,Completed,2024-12-24
86604,7302,2025-03-13,35,5,175.22,876.10,Completed,2025-03-14
86605,8150,2026-05-01,216,3,264.58,793.74,Completed,2026-05-05
86606,5670,2023-10-01,9,4,271.32,1085.28,Pending,
86607,8493,2026-02-02,32,4,265.17,1060.68,Pending,
86608,5747,2026-05-14,434,4,276.64,1106.56,Cancelled,
86609,660,2021-09-17,167,6,151.77,910.62,Completed,2021-09-17
86610,6185,2023-05-07,483,4,251.76,1007.04,Pending,
86611,2856,2026-07-11,94,1,57.74,57.74,Completed,2026-07-13
86612,4730,2025-07-12,448,6,349.51,2097.06,Completed,2025-07-15
86613,9657,2025-05-10,103,5,259.54,1297.70,Completed,2025-05-14
86614,1289,2025-05-15,205,6,346.62,2079.72,Completed,2025-05-18
86615,4291,2023-10-08,429,4,278.42,1113.68,Cancelled,
86616,5176,2023-08-31,450,2,12.44,24.88,Completed,2023-09-01
86617,3826,2023-04-30,74,4,61.16,244.64,Completed,2023-05-03
86618,148,2023-02-26,42,4,195.95,783.80,Cancelled,
86619,3704,2024-07-09,276,6,288.27,1729.62,Pending,
86620,6801,2025-12-24,403,5,356.00,1780.00,Completed,2025-12-24
86621,7177,2025-11-07,203,4,383.69,1534.76,Completed,2025-11-09
86622,6985,2026-08-02,100,1,18.66,18.66,Pending,
86623,8251,2025-11-25,401,3,326.49,979.47,Completed,2025-11-29
86624,2967,2025-09-06,104,3,325.54,976.62,Completed,2025-09-09
86625,4155,2026-06-07,324,6,222.55,1335.30,Completed,2026-06-11
86626,1627,2023-11-03,246,1,270.20,270.20,Completed,2023-11-06
86627,9195,2024-03-23,406,1,40.26,40.26,Completed,2024-03-25
86628,2298,2026-08-08,376,1,104.91,104.91,Completed,2026-08-11
86629,7747,2025-08-20,410,6,319.93,1919.58,Completed,2025-08-21
86630,3280,2026-02-18,437,1,330.98,330.98,Pending,
86631,3976,2026-03-24,80,2,166.48,332.96,Completed,2026-03-25
86632,9536,2025-03-24,234,6,280.83,1684.98,Cancelled,
86633,3224,2024-11-04,90,5,238.36,1191.80,Cancelled,
86634,8683,2025-06-12,204,3,270.67,812.01,Completed,2025-06-16
86635,2503,2025-04-20,79,1,121.80,121.80,Completed,2025-04-22
86636,6931,2020-09-18,258,6,369.13,2214.78,Completed,2020-09-20
86637,8829,2025-12-16,251,6,387.48,2324.88,Completed,2025-12-16
86638,7874,2026-07-02,437,3,330.98,992.94,Completed,2026-07-05
86639,2515,2022-11-14,224,2,189.67,379.34,Completed,2022-11-16
86640,774,2025-11-08,18,5,218.42,1092.10,Completed,2025-11-08
86641,5899,2024-11-11,342,6,265.19,1591.14,Completed,2024-11-13
86642,1639,2021-10-02,464,5,116.09,580.45,Completed,2021-10-05
86643,5932,2022-05-08,334,2,386.93,773.86,Completed,2022-05-10
86644,397,2022-09-16,119,3,76.96,230.88,Completed,2022-09-16
86645,4041,2021-06-27,255,5,123.25,616.25,Completed,2021-06-29
86646,3899,2021-09-24,153,2,53.86,107.72,Completed,2021-09-28
86647,9286,2022-12-20,80,5,166.48,832.40,Completed,2022-12-20
86648,6842,2023-10-10,91,4,110.93,443.72,Completed,2023-10-14
86649,9601,2025-09-17,143,3,32.55,97.65,Cancelled,
86650,6790,2023-08-06,152,2,218.63,437.26,Completed,2023-08-10
86651,4311,2023-07-09,143,5,32.55,162.75,Completed,2023-07-10
86652,4702,2026-03-29,294,6,378.86,2273.16,Pending,
86653,3806,2025-08-17,473,1,273.18,273.18,Completed,2025-08-19
86654,7789,2023-08-15,54,1,313.79,313.79,Pending,
86655,3111,2025-05-22,234,5,280.83,1404.15,Completed,2025-05-22
86656,9555,2021-11-13,194,6,147.13,882.78,Pending,
86657,8056,2025-06-29,61,6,259.08,1554.48,Completed,2025-07-03
86658,9559,2025-11-14,369,2,228.91,457.82,Completed,2025-11-18
86659,1742,2026-06-30,17,5,187.22,936.10,Completed,2026-07-01
86660,5720,2024-07-22,167,5,151.77,758.85,Completed,2024-07-24
86661,8979,2025-06-09,383,4,310.90,1243.60,Cancelled,
86662,4123,2026-06-14,480,2,293.28,586.56,Cancelled,
86663,4774,2025-07-09,331,3,238.23,714.69,Completed,2025-07-11
86664,2686,2026-01-09,186,6,212.35,1274.10,Completed,2026-01-10
86665,5689,2026-05-15,64,1,30.24,30.24,Completed,2026-05-19
86666,8053,2024-12-13,326,4,284.38,1137.52,Completed,2024-12-15
86667,9097,2025-04-27,270,4,330.18,1320.72,Completed,2025-04-27
86668,9642,2026-07-28,356,4,19.98,79.92,Completed,2026-07-31
86669,3108,2023-11-24,245,1,310.36,310.36,Completed,2023-11-25
86670,1230,2025-01-03,8,8,81.93,655.44,Completed,2025-01-05
86671,3933,2026-06-29,496,4,86.60,346.40,Completed,2026-06-30
86672,4735,2022-03-06,171,5,70.81,354.05,Completed,2022-03-09
86673,6551,2026-08-09,220,4,110.98,443.92,Completed,2026-08-10
86674,3181,2026-07-25,201,2,365.88,731.76,Completed,2026-07-29
86675,9152,2023-06-01,71,6,118.69,712.14,Completed,2023-06-04
86676,5927,2026-03-21,243,2,341.41,682.82,Completed,2026-03-25
86677,2032,2025-11-30,65,1,191.23,191.23,Completed,2025-11-30
86678,1229,2024-11-05,166,1,392.61,392.61,Completed,2024-11-08
86679,8174,2021-05-30,155,5,271.40,1357.00,Completed,2021-05-31
86680,1683,2023-10-31,447,4,330.85,1323.40,Completed,2023-11-01
86681,6419,2023-06-18,310,3,216.91,650.73,Completed,2023-06-18
86682,116,2026-08-04,161,7,356.66,2496.62,Completed,2026-08-07
86683,9670,2026-03-18,444,5,400.42,2002.10,Completed,2026-03-18
86684,232,2026-03-12,125,6,268.24,1609.44,Completed,2026-03-12
86685,1381,2026-08-01,74,7,61.16,428.12,Pending,
86686,1662,2025-03-27,458,4,140.38,561.52,Completed,2025-03-30
86687,3351,2026-03-03,475,5,80.17,400.85,Completed,2026-03-06
86688,6173,2025-09-24,400,3,258.32,774.96,Completed,2025-09-26
86689,4216,2024-06-24,223,1,208.58,208.58,Completed,2024-06-25
86690,6726,2025-05-09,224,6,189.67,1138.02,Completed,2025-05-13
86691,8458,2024-01-02,287,5,201.94,1009.70,Completed,2024-01-04
86692,2285,2026-02-22,19,3,56.17,168.51,Completed,2026-02-24
86693,6018,2022-08-20,38,1,127.77,127.77,Completed,2022-08-24
86694,7510,2025-04-27,344,5,206.92,1034.60,Completed,2025-04-28
86695,6510,2026-08-13,487,2,167.95,335.90,Completed,2026-08-14
86696,4005,2025-05-12,70,2,272.70,545.40,Cancelled,
86697,8208,2026-08-12,128,2,381.19,762.38,Completed,2026-08-14
86698,47,2025-09-14,88,5,83.52,417.60,Completed,2025-09-16
86699,3482,2024-08-12,468,4,291.58,1166.32,Completed,2024-08-13
86700,4551,2025-12-18,245,1,310.36,310.36,Completed,2025-12-22
86701,2548,2024-07-22,346,3,109.76,329.28,Pending,
86702,832,2026-07-16,469,5,282.04,1410.20,Completed,2026-07-18
86703,5546,2026-07-13,247,1,229.52,229.52,Pending,
86704,9253,2023-06-25,332,1,116.47,116.47,Completed,2023-06-27
86705,5336,2026-08-12,181,6,268.67,1612.02,Completed,2026-08-14
86706,5955,2026-01-09,291,6,247.55,1485.30,Completed,2026-01-10
86707,4265,2023-10-14,225,2,298.95,597.90,Completed,2023-10-16
86708,8859,2025-05-13,144,2,373.58,747.16,Completed,2025-05-15
86709,3177,2025-10-01,294,4,378.86,1515.44,Cancelled,
86710,5854,2024-10-03,433,2,307.91,615.82,Pending,
86711,4807,2023-04-19,136,1,186.74,186.74,Completed,2023-04-22
86712,9124,2026-04-27,262,5,90.16,450.80,Completed,2026-04-30
86713,9538,2026-03-08,180,2,17.65,35.30,Completed,2026-03-10
86714,2773,2026-02-22,410,4,319.93,1279.72,Completed,2026-02-24
86715,964,2026-02-05,54,7,313.79,2196.53,Completed,2026-02-05
86716,6798,2025-05-20,201,3,365.88,1097.64,Completed,2025-05-24
86717,5315,2025-01-16,56,4,71.90,287.60,Completed,2025-01-17
86718,8579,2026-03-23,256,3,73.58,220.74,Completed,2026-03-23
86719,3859,2026-03-03,96,2,100.94,201.88,Completed,2026-03-07
86720,750,2025-10-07,64,5,30.24,151.20,Completed,2025-10-10
86721,6151,2026-03-08,196,4,11.51,46.04,Pending,
86722,409,2025-09-17,56,6,71.90,431.40,Completed,2025-09-20
86723,4480,2026-02-01,146,5,419.65,2098.25,Cancelled,
86724,7305,2025-10-06,450,4,12.44,49.76,Completed,2025-10-06
86725,6518,2026-04-16,20,6,48.54,291.24,Completed,2026-04-16
86726,2302,2020-08-24,217,2,81.29,162.58,Completed,2020-08-24
86727,4799,2026-06-18,351,3,228.45,685.35,Completed,2026-06-19
86728,1060,2025-12-19,491,2,406.59,813.18,Completed,2025-12-23
86729,227,2023-03-24,45,6,160.62,963.72,Completed,2023-03-25
86730,1900,2024-05-06,100,5,18.66,93.30,Completed,2024-05-07
86731,3837,2022-08-22,13,4,304.54,1218.16,Completed,2022-08-26
86732,6135,2021-11-04,130,6,270.01,1620.06,Completed,2021-11-07
86733,8577,2025-07-03,17,1,187.22,187.22,Completed,2025-07-06
86734,8537,2022-05-29,394,3,293.69,881.07,Completed,2022-05-31
86735,5841,2024-04-28,387,6,181.87,1091.22,Completed,2024-04-29
86736,9225,2026-04-09,361,6,9.89,59.34,Completed,2026-04-10
86737,2734,2025-12-08,200,6,13.83,82.98,Completed,2025-12-10
86738,4558,2025-11-13,254,5,96.41,482.05,Completed,2025-11-15
86739,5648,2024-04-15,71,3,118.69,356.07,Completed,2024-04-19
86740,2661,2026-02-23,368,6,18.41,110.46,Completed,2026-02-26
86741,4616,2023-10-18,17,3,187.22,561.66,Completed,2023-10-20
86742,6924,2025-10-27,209,1,383.29,383.29,Cancelled,
86743,2562,2026-04-29,271,6,392.39,2354.34,Completed,2026-05-01
86744,5373,2024-09-01,240,2,74.53,149.06,Completed,2024-09-01
86745,4243,2024-10-08,173,5,100.74,503.70,Pending,
86746,1227,2023-08-30,236,8,352.51,2820.08,Completed,2023-08-30
86747,1680,2021-11-07,84,1,414.58,414.58,Completed,2021-11-10
86748,5239,2025-12-29,80,5,166.48,832.40,Completed,2025-12-31
86749,8138,2026-07-22,293,3,349.55,1048.65,Completed,2026-07-22
86750,1998,2023-05-09,358,1,287.89,287.89,Completed,2023-05-11
86751,7304,2026-07-23,217,4,81.29,325.16,Completed,2026-07-25
86752,2108,2025-09-01,327,5,236.61,1183.05,Completed,2025-09-04
86753,8060,2021-07-16,469,3,282.04,846.12,Completed,2021-07-17
86754,1273,2026-04-26,28,4,236.09,944.36,Cancelled,
86755,544,2023-08-16,310,1,216.91,216.91,Completed,2023-08-16
86756,4539,2025-12-30,304,3,296.78,890.34,Pending,
86757,9171,2025-08-19,214,3,11.89,35.67,Cancelled,
86758,613,2024-01-29,113,4,17.76,71.04,Completed,2024-01-30
86759,8029,2025-03-03,329,6,98.81,592.86,Pending,
86760,9440,2022-05-08,124,1,108.26,108.26,Completed,2022-05-09
86761,2521,2024-01-20,371,1,46.57,46.57,Completed,2024-01-21
86762,9346,2026-05-10,168,2,16.05,32.10,Completed,2026-05-14
86763,9405,2025-04-10,455,2,83.92,167.84,Completed,2025-04-11
86764,7842,2026-05-02,225,2,298.95,597.90,Completed,2026-05-02
86765,5969,2024-11-10,78,3,162.42,487.26,Completed,2024-11-14
86766,7149,2026-06-07,290,2,77.79,155.58,Completed,2026-06-11
86767,7468,2025-10-04,41,3,166.55,499.65,Completed,2025-10-07
86768,791,2025-06-20,196,2,11.51,23.02,Completed,2025-06-22
86769,3342,2025-10-22,369,4,228.91,915.64,Cancelled,
86770,3981,2025-06-25,54,2,313.79,627.58,Completed,2025-06-26
86771,4955,2025-10-23,383,5,310.90,1554.50,Completed,2025-10-23
86772,8865,2025-07-03,152,6,218.63,1311.78,Completed,2025-07-07
86773,7912,2026-02-13,102,3,78.18,234.54,Pending,
86774,5694,2025-09-16,383,6,310.90,1865.40,Completed,2025-09-19
86775,8143,2025-10-08,31,4,416.17,1664.68,Completed,2025-10-11
86776,8643,2025-04-01,420,3,112.96,338.88,Completed,2025-04-03
86777,6609,2026-06-13,65,4,191.23,764.92,Completed,2026-06-15
86778,2680,2024-12-04,319,1,114.25,114.25,Completed,2024-12-05
86779,2170,2024-08-16,72,3,199.98,599.94,Cancelled,
86780,6019,2025-05-19,443,3,204.65,613.95,Pending,
86781,1517,2024-08-04,88,6,83.52,501.12,Completed,2024-08-05
86782,6945,2026-04-08,80,5,166.48,832.40,Completed,2026-04-10
86783,9299,2023-12-02,351,1,228.45,228.45,Completed,2023-12-04
86784,217,2025-08-05,56,7,71.90,503.30,Completed,2025-08-09
86785,129,2026-05-04,21,8,364.85,2918.80,Completed,2026-05-04
86786,2274,2026-01-26,459,2,16.62,33.24,Completed,2026-01-26
86787,9364,2024-09-02,261,5,200.27,1001.35,Completed,2024-09-04
86788,2419,2020-09-11,76,2,297.96,595.92,Completed,2020-09-12
86789,8401,2025-01-16,150,3,285.79,857.37,Completed,2025-01-19
86790,5960,2025-11-29,382,5,70.09,350.45,Pending,
86791,6587,2026-06-14,480,3,293.28,879.84,Completed,2026-06-18
86792,8744,2026-01-03,222,4,280.36,1121.44,Pending,
